# Date:     2022-12-06 07:16:37
# Database: ocvs
# Target:   smc_cepheids
# Query:    TRUE 
# Objects:  4951
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-CEP-2421	F	13.908870	-72.721000	14.378	15.258	0.880	9.7674459	0.0001126	6004.70176	0.140	0.168	5.931	0.020	-99.99	SMC_SC7_120013	SMC105.6.7338	SMC719.10.42	-99.99	
OGLE-SMC-CEP-2422	1	13.911750	-72.206000	15.976	-99.99	-99.99	1.4675510	0.0000009	6000.00252	0.312	0.447	3.223	0.358	1.697	-99.99	SMC108.7.43084	SMC719.27.1100D	-99.99	
OGLE-SMC-CEP-2423	F	13.913160	-71.861667	16.321	16.957	0.636	1.9566308	0.0000015	6000.70750	0.765	0.521	4.207	0.375	2.351	-99.99	SMC109.8.11759	SMC718.03.231	HV11342	
OGLE-SMC-CEP-2424	1	13.914540	-72.942500	16.322	16.909	0.587	1.4770626	0.0000027	6001.25516	0.324	0.174	4.611	0.059	3.711	SMC_SC7_105150	SMC105.8.35188	SMC719.02.34624	HV11343	
OGLE-SMC-CEP-2425	F	13.915290	-73.049333	16.112	16.735	0.623	2.3309157	0.0000028	6001.22956	0.784	0.539	4.238	0.362	2.423	SMC_SC7_95926	SMC106.5.36953	SMC719.02.343	HV1660	
OGLE-SMC-CEP-2426	F	13.916085	-72.883556	15.037	15.861	0.824	6.0921620	0.0000219	6005.28507	0.323	0.383	5.074	0.112	3.863	SMC_SC7_110088	SMC105.7.7865	SMC719.02.34484	-99.99	
OGLE-SMC-CEP-2427	1	13.919955	-73.346778	17.091	17.636	0.545	0.8241951	0.0000016	6000.38736	0.408	0.323	4.045	0.103	1.819	SMC_SC7_75274	SMC106.7.32025	SMC726.16.1008	-99.99	
OGLE-SMC-CEP-2428	1	13.920210	-72.474972	15.030	15.617	0.587	2.7798456	0.0000076	6001.51666	0.278	0.133	3.730	0.038	6.012	SMC_SC7_142072	SMC105.5.31236	SMC719.19.134	III-1	
OGLE-SMC-CEP-2429	F	13.922205	-73.204389	15.896	16.603	0.707	3.3277702	0.0000194	6003.13739	0.259	0.329	4.653	0.118	3.092	SMC_SC7_83055	SMC106.6.34288	SMC726.16.35486	HV1661	
OGLE-SMC-CEP-2430	F	13.924215	-73.358444	16.713	17.491	0.778	1.7405846	0.0000056	6001.24093	0.398	0.452	4.350	0.248	2.511	SMC_SC7_75193	SMC106.7.32029	SMC726.16.518D	-99.99	
OGLE-SMC-CEP-2431	12	13.930215	-73.301611	17.535	18.267	0.732	0.6188909	0.0000021	6000.13367	0.268	0.269	3.519	0.193	1.661	SMC_SC7_79143	SMC106.6.7769	SMC726.16.843D	-99.99	
OGLE-SMC-CEP-2432	1	13.932540	-72.348639	15.268	15.952	0.684	3.0732896	0.0000100	6003.02267	0.270	0.122	3.688	0.064	5.959	-99.99	SMC108.8.50662	SMC719.19.30020	HV12124	
OGLE-SMC-CEP-2433	1	13.934625	-73.341250	15.643	-99.99	-99.99	2.3895949	0.0000223	6001.87820	0.230	0.043	3.796	0.068	4.864	SMC_SC7_75208	SMC106.7.31914	SMC726.16.401D	-99.99	
OGLE-SMC-CEP-2434	1	13.936125	-73.365056	17.250	-99.99	-99.99	0.9317471	0.0000073	6000.06300	0.252	0.182	4.217	0.047	-99.99	-99.99	SMC106.7.32039	SMC726.16.764D	-99.99	
OGLE-SMC-CEP-2435	1	13.937040	-73.574389	16.885	17.441	0.556	1.0704673	0.0000018	6000.71816	0.317	0.234	4.308	0.081	2.542	-99.99	SMC106.8.5852	SMC720.17.20778	-99.99	
OGLE-SMC-CEP-2436	1	13.938090	-72.128250	16.332	16.781	0.449	1.1653612	0.0000020	6000.72240	0.220	0.172	4.252	0.035	2.209	-99.99	SMC108.6.12361	SMC719.27.207	-99.99	
OGLE-SMC-CEP-2437	F	13.940340	-72.837361	14.796	15.619	0.823	6.8844318	0.0002346	6003.49881	0.058	0.089	6.204	0.000	-99.99	-99.99	SMC105.7.7869	SMC726.25.37329	-99.99	
OGLE-SMC-CEP-2438	1	13.940625	-73.557056	16.090	16.602	0.512	1.5602098	0.0000024	6000.78369	0.308	0.199	4.465	0.061	3.274	-99.99	SMC106.8.26672	SMC720.17.20470	-99.99	
OGLE-SMC-CEP-2439	F	13.942125	-73.409500	15.390	16.050	0.660	3.3909448	0.0000125	6000.85947	0.728	0.505	4.452	0.322	2.623	-99.99	SMC106.7.31858	SMC726.15.83	HV1663	
OGLE-SMC-CEP-2440	1	13.943250	-73.597139	15.985	16.520	0.535	1.8306497	0.0000045	6001.82388	0.307	0.182	4.572	0.034	3.723	-99.99	SMC106.8.5774	SMC720.17.285	HV1664	
OGLE-SMC-CEP-2441	1	13.944795	-72.048806	17.166	17.635	0.469	0.7327862	0.0000008	6000.18189	0.402	0.310	3.930	0.109	1.709	-99.99	SMC108.6.35247	SMC719.27.697	-99.99	
OGLE-SMC-CEP-2442	1	13.945545	-73.305278	16.900	-99.99	-99.99	0.8651638	0.0000063	6000.59873	0.402	0.288	4.032	0.105	1.648	SMC_SC7_75349	SMC106.6.7477	SMC726.15.820D	-99.99	
OGLE-SMC-CEP-2443	1	13.945965	-72.601389	15.678	16.304	0.626	2.1119612	0.0000122	6001.85905	0.102	0.061	4.558	0.000	-99.99	SMC_SC7_129079	SMC105.6.33101	SMC719.10.33638	-99.99	
OGLE-SMC-CEP-2444	1	13.948965	-74.223583	16.921	17.393	0.472	0.7763448	0.0000010	6000.22092	0.370	0.315	4.035	0.095	1.937	-99.99	SMC107.8.260	SMC727.22.188	-99.99	
OGLE-SMC-CEP-2445	F	13.950165	-71.559417	15.752	16.455	0.703	3.0502977	0.0000071	6000.45642	0.360	0.440	4.558	0.221	2.931	-99.99	SMC109.6.5799	SMC718.11.35	HV1662	
OGLE-SMC-CEP-2446	F	13.950870	-72.643861	17.287	17.895	0.608	1.1151075	0.0000008	6000.12103	0.658	0.454	3.992	0.296	1.787	SMC_SC7_129184	SMC105.6.33534	SMC719.10.34765	HV11346	
OGLE-SMC-CEP-2447	F	13.951080	-72.524417	16.697	17.397	0.700	1.4990468	0.0000036	6000.04022	0.272	0.419	4.247	0.262	2.429	SMC_SC7_137638	SMC105.5.6794	SMC719.10.34404	-99.99	
OGLE-SMC-CEP-2448	1	13.953285	-73.526611	15.336	15.900	0.564	3.0088933	0.0000210	6002.71514	0.122	0.057	3.862	0.000	-99.99	-99.99	SMC106.8.26604	SMC720.17.20334	-99.99	
OGLE-SMC-CEP-2449	1	13.953705	-72.884000	17.189	17.854	0.665	0.9571200	0.0000038	6000.38937	0.144	0.141	4.142	0.000	-99.99	SMC_SC7_110197	SMC105.7.8538	SMC726.25.38081	-99.99	
OGLE-SMC-CEP-2450	F	13.955460	-73.705083	17.020	17.632	0.612	1.4357284	0.0000015	6000.02352	0.498	0.455	4.207	0.304	2.179	-99.99	SMC107.5.406	SMC720.17.379	-99.99	
OGLE-SMC-CEP-2451	F	13.957080	-72.750833	15.065	15.769	0.704	4.2524734	0.0000076	6002.90363	0.474	0.469	4.761	0.239	3.294	SMC_SC7_120029	SMC105.7.34195	SMC719.10.140	HV1665	
OGLE-SMC-CEP-2452	12	13.959330	-72.521889	17.300	17.765	0.465	0.6486524	0.0000019	6000.57072	0.297	0.235	3.626	0.144	1.742	-99.99	SMC105.5.7072	SMC719.10.34413	-99.99	
OGLE-SMC-CEP-2453	F	13.964160	-73.967222	17.054	17.642	0.588	1.1368563	0.0000012	6000.25939	0.455	0.419	4.094	0.274	1.879	-99.99	SMC107.7.290	SMC720.08.274	-99.99	
OGLE-SMC-CEP-2454	F	13.966080	-72.376167	14.450	15.175	0.725	7.7712909	0.0000260	6005.36056	0.589	0.386	5.042	0.234	3.114	-99.99	SMC108.8.50653	SMC719.19.89	HV1666	
OGLE-SMC-CEP-2455	1	13.968840	-73.575889	15.319	15.876	0.557	2.5246184	0.0000118	6000.41987	0.235	0.031	4.265	0.034	5.790	-99.99	SMC106.8.5727	SMC720.17.20287	HV1668	
OGLE-SMC-CEP-2456	F	13.969755	-73.112639	15.592	16.208	0.616	3.5197123	0.0000037	6000.94247	0.782	0.508	4.506	0.323	2.761	SMC_SC7_91475	SMC106.5.8258	SMC719.02.243	HV1667	
OGLE-SMC-CEP-2457	F	13.969785	-73.199778	16.782	17.358	0.576	1.5282512	0.0000035	6000.76063	0.652	0.486	4.171	0.359	2.130	SMC_SC7_83058	SMC106.6.34418	SMC726.15.29860	-99.99	
OGLE-SMC-CEP-2458	F	13.969875	-72.584583	16.751	17.318	0.567	1.1868677	0.0000009	6000.69501	0.677	0.470	4.025	0.298	1.863	SMC_SC7_133503	SMC105.5.13037	SMC719.10.34161	HV11347	
OGLE-SMC-CEP-2459	F	13.970370	-73.342694	16.924	17.526	0.602	1.4289837	0.0000010	6000.77621	0.638	0.482	4.168	0.331	2.109	SMC_SC7_75282	SMC106.7.32056	SMC726.15.844	HV12933	
OGLE-SMC-CEP-2460	1	13.970535	-72.502889	15.651	16.283	0.632	2.1204872	0.0000073	6001.83498	0.196	0.102	4.496	0.016	-99.99	SMC_SC7_137550	SMC105.5.37319	SMC719.19.249	-99.99	
OGLE-SMC-CEP-2461	F	13.970835	-73.332750	17.016	17.638	0.622	1.4081168	0.0000035	6001.35371	0.262	0.365	4.255	0.195	2.285	SMC_SC7_75301	SMC106.6.7490	SMC726.15.878	-99.99	
OGLE-SMC-CEP-2462	F	13.973955	-71.536861	14.120	14.763	0.643	9.4026877	0.0000345	6007.38186	0.500	0.219	4.814	0.167	4.125	-99.99	SMC109.6.5709	SMC718.11.5	HV836	
OGLE-SMC-CEP-2463	F	13.975125	-73.348250	15.578	16.127	0.549	2.7412034	0.0000034	6001.35289	0.612	0.437	4.215	0.236	2.158	SMC_SC7_75202	SMC106.7.31931	SMC726.15.148	HV1670	
OGLE-SMC-CEP-2464	F	13.975335	-72.769750	16.804	17.529	0.725	1.9066583	0.0000020	6000.23269	0.662	0.524	4.291	0.375	2.507	SMC_SC7_120110	SMC105.7.40600	SMC719.10.738	-99.99	
OGLE-SMC-CEP-2465	12	13.977495	-72.541917	17.295	17.880	0.585	0.7763913	0.0000013	6000.56198	0.349	0.294	3.947	0.092	1.849	-99.99	SMC105.5.13161	SMC719.10.34327	-99.99	
OGLE-SMC-CEP-2466	1	13.978995	-73.592361	16.808	17.343	0.535	1.0085271	0.0000035	6000.07469	0.257	0.186	4.232	0.034	1.844	-99.99	SMC106.8.5860	SMC720.17.682	-99.99	
OGLE-SMC-CEP-2467	F	13.980165	-72.618250	16.514	17.133	0.619	1.7813724	0.0000015	6001.46057	0.763	0.497	4.126	0.302	2.100	SMC_SC7_129128	SMC105.6.39547	SMC719.10.34011	HV12125	
OGLE-SMC-CEP-2468	F	13.981545	-73.859694	16.946	17.519	0.573	1.5839310	0.0000015	6000.71174	0.663	0.490	4.375	0.359	2.541	-99.99	SMC107.6.299	SMC720.08.13559	-99.99	
OGLE-SMC-CEP-2469	F	13.981620	-72.772222	16.908	17.635	0.727	1.7358762	0.0000023	6001.19640	0.566	0.475	4.249	0.341	2.390	SMC_SC7_120103	SMC105.7.40602	SMC719.10.724	-99.99	
OGLE-SMC-CEP-2470	F	13.983585	-71.984139	12.297	13.233	0.936	42.7468803	0.0021197	6011.72556	0.544	0.317	5.399	0.174	4.440	-99.99	-99.99	-99.99	HV837	
OGLE-SMC-CEP-2471	2	13.984785	-73.963250	17.145	17.564	0.419	0.5970246	0.0000030	6000.02925	0.062	0.071	-99.99	0.000	-99.99	-99.99	SMC107.7.295	SMC727.30.500	-99.99	
OGLE-SMC-CEP-2472	1	13.987785	-71.489806	16.809	17.258	0.449	0.8388953	0.0000011	6000.31827	0.461	0.380	4.234	0.109	2.153	-99.99	SMC109.6.5890	SMC718.11.155	-99.99	
OGLE-SMC-CEP-2473	F	13.987875	-72.670333	16.768	17.237	0.469	1.3882081	0.0000010	6000.74493	0.717	0.496	4.046	0.325	1.940	SMC_SC7_124939	SMC105.6.14485	SMC719.10.33793	-99.99	
OGLE-SMC-CEP-2474	F	13.988250	-73.304889	15.240	16.032	0.792	5.1044501	0.0000284	6003.91292	0.401	0.444	4.839	0.201	3.464	SMC_SC7_75186	SMC106.6.7283	SMC726.15.187	HV1672	
OGLE-SMC-CEP-2475	F	13.988910	-72.752333	16.397	17.064	0.667	1.8604362	0.0000023	6001.38891	0.490	0.491	4.321	0.325	2.565	SMC_SC7_120064	SMC105.7.40606	SMC719.10.812	-99.99	
OGLE-SMC-CEP-2476	1	13.991880	-72.442583	19.248	19.846	0.598	0.2526028	0.0000009	6000.03378	0.220	0.233	5.562	0.000	-99.99	-99.99	SMC105.5.39253	SMC719.19.9813	-99.99	
OGLE-SMC-CEP-2477	F	13.996755	-71.902500	14.989	15.676	0.687	4.9005982	0.0000096	6000.24670	0.647	0.479	4.651	0.231	3.039	-99.99	SMC108.5.26474	SMC718.03.25	HV1671	
OGLE-SMC-CEP-2478	F	13.998540	-72.972556	16.560	17.192	0.632	1.8203419	0.0000015	6001.27915	0.792	0.515	4.224	0.370	2.348	SMC_SC7_168755	SMC105.8.15257	SMC719.02.34913	HV1674	
OGLE-SMC-CEP-2479	F	14.001000	-73.502611	15.875	16.481	0.606	3.1627563	0.0000040	6002.19356	0.737	0.519	4.461	0.336	2.679	-99.99	SMC106.8.26691	SMC726.07.19828	-99.99	
OGLE-SMC-CEP-2480	F	14.003880	-73.401056	15.564	16.309	0.745	4.1262295	0.0000092	6000.10250	0.427	0.450	4.747	0.223	3.234	-99.99	SMC106.7.31937	SMC726.15.271	-99.99	
OGLE-SMC-CEP-2481	F	14.005665	-72.731083	16.419	17.068	0.649	2.0769763	0.0000018	6001.79430	0.811	0.534	4.256	0.369	2.459	SMC_SC7_185600	SMC105.6.14490	SMC719.10.407	-99.99	
OGLE-SMC-CEP-2482	1	14.008875	-72.293944	15.774	16.444	0.670	2.1268107	0.0000123	6001.19144	0.273	0.097	4.694	0.000	-99.99	-99.99	SMC108.7.14941	SMC719.18.6355D	-99.99	
OGLE-SMC-CEP-2483	F	14.009910	-73.616389	16.831	17.501	0.670	1.5211182	0.0000038	6000.55766	0.259	0.360	4.255	0.187	2.407	-99.99	SMC106.8.11014	SMC726.07.627	-99.99	
OGLE-SMC-CEP-2484	1	14.014620	-73.050667	16.393	16.951	0.558	1.3971212	0.0000029	6000.35325	0.311	0.187	4.301	0.058	3.063	SMC_SC7_164688	SMC106.5.36975	SMC719.02.828	-99.99	
OGLE-SMC-CEP-2486	F	14.015415	-73.229056	16.704	17.213	0.509	1.4625510	0.0000018	6000.27224	0.704	0.489	4.058	0.312	1.956	SMC_SC7_152986	SMC106.6.41345	SMC726.15.29730	-99.99	
OGLE-SMC-CEP-2487	F	14.017410	-73.217417	16.284	17.001	0.717	2.5584190	0.0000060	6000.43112	0.330	0.428	4.535	0.199	2.922	SMC_SC7_152933	SMC106.6.41274	SMC726.15.29367	-99.99	
OGLE-SMC-CEP-2488	F	14.019285	-73.446028	14.918	15.578	0.660	6.3893567	0.0000102	6001.44534	0.494	0.406	5.097	0.192	3.332	-99.99	SMC106.7.12794	SMC726.07.4891D	-99.99	
OGLE-SMC-CEP-2489	F	14.024340	-73.095389	16.912	17.557	0.645	1.3553385	0.0000011	6000.10009	0.545	0.482	4.252	0.311	2.224	SMC_SC7_160536	SMC106.5.44701	SMC719.02.647	-99.99	
OGLE-SMC-CEP-2490	12	14.024460	-71.623361	17.351	17.849	0.498	0.6430602	0.0000008	6000.25618	0.319	0.274	3.769	0.161	1.781	-99.99	SMC109.7.9016	SMC718.03.10417	-99.99	
OGLE-SMC-CEP-2491	1	14.024670	-73.738194	15.875	16.432	0.557	2.0773973	0.0000129	6000.16299	0.279	0.103	4.258	0.028	3.351	-99.99	SMC107.5.177	SMC726.07.120	HV11352	
OGLE-SMC-CEP-2492	2	14.025375	-72.698167	17.145	17.684	0.539	0.6342266	0.0000068	6000.28786	0.064	0.000	-99.99	0.000	-99.99	-99.99	SMC105.6.14688	SMC726.32.1685	-99.99	
OGLE-SMC-CEP-2493	2	14.025540	-72.736528	16.823	17.335	0.512	0.6932244	0.0000123	6000.47620	0.030	0.000	-99.99	0.000	-99.99	-99.99	SMC105.6.14497	SMC726.32.563	-99.99	
OGLE-SMC-CEP-2494	F	14.025585	-73.025972	16.108	16.788	0.680	3.2136214	0.0000060	6002.34726	0.507	0.444	4.762	0.223	3.164	SMC_SC7_164713	SMC105.8.15192	SMC726.24.361	HV1677	
OGLE-SMC-CEP-2495	F	14.025660	-72.605028	16.688	17.527	0.839	1.8180976	0.0000191	6000.04023	0.413	0.487	4.381	0.281	2.527	SMC_SC7_193899	SMC105.6.39574	SMC726.32.5566D	-99.99	
OGLE-SMC-CEP-2496	1	14.026545	-72.271833	17.309	18.098	0.789	0.8331121	0.0000052	6000.40344	0.267	0.347	4.064	0.105	2.251	-99.99	SMC108.7.15417	SMC719.18.29131	-99.99	
OGLE-SMC-CEP-2497	1	14.026545	-72.453444	16.494	17.050	0.556	1.1847819	0.0000035	6001.09015	0.312	0.207	4.313	0.080	2.571	SMC_SC7_206038	SMC108.8.17550	SMC719.18.345	-99.99	
OGLE-SMC-CEP-2498	F	14.029125	-72.121778	14.873	15.693	0.820	7.0295958	0.0000939	6005.08528	0.122	0.184	5.306	0.000	-99.99	-99.99	SMC108.6.12322	SMC719.26.75	-99.99	
OGLE-SMC-CEP-2499	1	14.029080	-72.918444	16.028	16.601	0.573	1.7811292	0.0000050	6000.22383	0.285	0.150	4.667	0.026	4.481	SMC_SC7_172880	SMC105.8.41977	SMC726.24.30824	HV1678	
OGLE-SMC-CEP-2500	1	14.029245	-73.018750	16.102	16.699	0.597	1.7771809	0.0000060	6000.92266	0.212	0.125	5.045	0.029	4.320	SMC_SC7_164722	SMC105.8.15195	SMC726.24.381	-99.99	
OGLE-SMC-CEP-2501	1	14.029290	-72.079806	16.375	16.904	0.529	1.2583153	0.0000019	6000.75286	0.349	0.238	4.320	0.083	2.441	-99.99	SMC108.6.35188	SMC719.26.239	HV11177	secondary period 0.768686 d
OGLE-SMC-CEP-2502	F	14.032380	-72.878361	17.529	18.178	0.649	1.1558784	0.0000011	6000.55321	0.628	0.454	4.117	0.301	1.942	SMC_SC7_177230	SMC105.7.15749	SMC726.24.31389	-99.99	
OGLE-SMC-CEP-2503	1	14.036460	-72.354667	16.702	17.243	0.541	1.0198793	0.0000014	6000.06698	0.380	0.300	4.247	0.083	2.062	-99.99	SMC108.8.50857	SMC719.18.27822	HV12127	
OGLE-SMC-CEP-2504	F	14.037495	-72.921778	16.822	17.407	0.585	1.2799726	0.0000016	6001.19186	0.451	0.448	4.173	0.289	2.053	SMC_SC7_172957	SMC105.8.42054	SMC726.24.31211	-99.99	
OGLE-SMC-CEP-2505	F	14.038125	-72.437750	17.260	17.891	0.631	1.1935004	0.0000016	6000.14964	0.448	0.423	4.172	0.252	2.101	SMC_SC7_206239	SMC108.8.17688	SMC719.18.861	-99.99	
OGLE-SMC-CEP-2506	F	14.038455	-74.232500	14.711	15.360	0.649	6.3417380	0.0000197	6000.60487	0.604	0.372	5.168	0.276	3.406	-99.99	SMC107.8.37	SMC727.22.22	HV11176	
OGLE-SMC-CEP-2507	12	14.038620	-73.251417	18.788	19.339	0.551	0.2775568	0.0000009	6000.12283	0.139	0.213	0.114	0.000	-99.99	-99.99	SMC106.6.41939	SMC726.15.32774	-99.99	
OGLE-SMC-CEP-2508	F	14.038785	-72.837556	17.062	17.825	0.763	1.6325929	0.0000039	6001.06411	0.347	0.401	4.295	0.225	2.463	SMC_SC7_177304	SMC105.7.15573	SMC726.24.31512	-99.99	
OGLE-SMC-CEP-2509	F	14.040330	-72.710028	16.834	17.494	0.660	1.7275023	0.0000025	6000.19172	0.549	0.491	4.255	0.356	2.350	SMC_SC7_189703	SMC105.6.14503	SMC726.32.640	-99.99	
OGLE-SMC-CEP-2510	F	14.044080	-72.569889	17.023	17.607	0.584	1.2715294	0.0000012	6001.21472	0.702	0.486	4.094	0.325	1.985	SMC_SC7_197733	SMC105.5.13068	SMC719.09.29841	HV12128	
OGLE-SMC-CEP-2511	F	14.045370	-73.383556	17.190	17.891	0.701	1.7111515	0.0000051	6000.07876	0.304	0.384	4.344	0.195	2.648	-99.99	SMC106.7.38868	SMC726.15.684	-99.99	
OGLE-SMC-CEP-2512	F	14.046120	-72.868500	16.718	17.295	0.577	1.5054266	0.0000013	6000.12755	0.553	0.471	4.160	0.299	2.179	SMC_SC7_177250	SMC105.7.15579	SMC726.24.31421	HV11322	
OGLE-SMC-CEP-2513	1	14.047500	-73.468806	17.070	17.589	0.519	0.9252712	0.0000016	6000.85508	0.386	0.301	4.287	0.100	1.989	-99.99	SMC106.7.12902	SMC726.07.20337	-99.99	
OGLE-SMC-CEP-2514	F1	14.048415	-73.163056	17.173	17.799	0.626	1.1210915	0.0000604	6001.02368	0.011	0.000	-99.99	0.000	-99.99	SMC_SC7_156679	SMC106.5.16027	SMC726.15.30025	-99.99	
OGLE-SMC-CEP-2515	F1	14.048535	-72.581333	16.520	17.195	0.675	2.0546671	0.0000256	6000.15048	0.133	0.115	4.399	0.000	-99.99	SMC_SC7_197655	SMC105.5.13071	SMC719.09.29801	HV11353	
OGLE-SMC-CEP-2516	1	14.052660	-72.643556	17.165	17.848	0.683	1.1588213	0.0000028	6000.45341	0.311	0.247	4.600	0.083	2.889	SMC_SC7_193825	SMC105.6.39752	SMC719.09.29574	-99.99	
OGLE-SMC-CEP-2517	F	14.053005	-71.892611	15.385	16.111	0.726	4.0408029	0.0000139	6000.20745	0.403	0.444	4.753	0.221	3.269	-99.99	SMC108.5.26481	SMC718.03.80	HV1679	
OGLE-SMC-CEP-2518	1	14.053500	-72.306806	16.229	16.720	0.491	1.0854093	0.0000013	6000.24526	0.371	0.310	4.238	0.100	2.061	-99.99	SMC108.8.50728	SMC719.18.27595	-99.99	
OGLE-SMC-CEP-2519	1	14.061465	-73.455167	16.481	16.843	0.362	1.3439327	0.0000035	6001.26780	0.401	0.228	4.359	0.085	2.424	-99.99	SMC106.7.12831	SMC726.07.19909	-99.99	
OGLE-SMC-CEP-2520	F	14.065455	-72.338083	15.910	16.727	0.817	3.5040076	0.0000058	6001.04693	0.537	0.499	4.640	0.288	3.059	-99.99	SMC108.8.50733	SMC719.18.27535	HV12131	
OGLE-SMC-CEP-2521	F	14.066340	-71.723444	16.456	17.080	0.624	2.0422368	0.0000056	6000.08729	0.457	0.474	4.359	0.297	2.656	-99.99	SMC109.8.11804	SMC718.03.3631D	-99.99	
OGLE-SMC-CEP-2522	F	14.066370	-71.830611	16.475	17.121	0.646	1.7758355	0.0000023	6000.24562	0.560	0.496	4.275	0.369	2.385	-99.99	SMC109.8.11805	SMC718.03.951D	-99.99	
OGLE-SMC-CEP-2523	F	14.067540	-72.092250	16.555	17.102	0.547	1.6700652	0.0000014	6001.07851	0.790	0.511	4.106	0.337	2.131	-99.99	SMC108.6.12381	SMC719.26.519	HV1681	
OGLE-SMC-CEP-2524	1	14.068215	-72.354611	15.056	15.694	0.638	3.1299048	0.0000109	6002.86906	0.266	0.108	3.797	0.037	5.757	-99.99	SMC108.8.50682	SMC719.18.27385	HV1680	
OGLE-SMC-CEP-2525	1	14.070495	-72.629444	16.931	17.470	0.539	0.9137549	0.0000012	6000.66563	0.419	0.328	4.190	0.095	2.058	SMC_SC7_193850	SMC105.6.39769	SMC719.09.29633	-99.99	
OGLE-SMC-CEP-2526	F1	14.072250	-73.430250	17.073	-99.99	-99.99	1.3162961	0.0000774	6000.60551	0.099	0.142	-99.99	0.000	-99.99	-99.99	SMC106.7.12916	SMC726.15.477	-99.99	
OGLE-SMC-CEP-2527	12	14.072460	-73.286139	18.433	19.021	0.588	0.3292266	0.0000012	6000.29920	0.138	0.098	0.348	0.119	-99.99	-99.99	SMC106.6.15344	SMC726.15.5872	-99.99	
OGLE-SMC-CEP-2528	1	14.074290	-72.549333	16.211	16.797	0.586	1.4608952	0.0000027	6000.33894	0.304	0.178	4.199	0.051	3.441	SMC_SC7_197680	SMC105.5.13083	SMC719.09.29413	-99.99	
OGLE-SMC-CEP-2529	1	14.076210	-72.642917	16.052	17.302	1.250	2.6307215	0.0000624	6000.46751	0.082	0.202	4.353	0.000	-99.99	SMC_SC7_193755	SMC105.6.42762	-99.99	-99.99	close to a bright star
OGLE-SMC-CEP-2530	F1	14.076870	-73.063083	16.627	17.254	0.627	1.7539184	0.0000465	6000.97677	0.042	0.000	-99.99	0.118	5.568	SMC_SC7_164739	SMC106.5.44731	SMC726.24.718	-99.99	
OGLE-SMC-CEP-2531	12	14.078670	-72.682750	17.190	17.769	0.579	0.7156406	0.0000013	6000.33863	0.263	0.242	3.867	0.127	1.922	-99.99	SMC105.6.14746	SMC719.09.871	-99.99	
OGLE-SMC-CEP-2532	F	14.079540	-72.193167	16.999	17.658	0.659	1.3821167	0.0000033	6001.02781	0.458	0.444	4.216	0.290	2.079	-99.99	SMC108.7.43268	SMC719.26.287	-99.99	
OGLE-SMC-CEP-2533	F	14.087085	-73.387222	13.887	14.595	0.708	12.1484659	0.0000561	6005.97899	0.587	0.282	4.576	0.121	0.977	-99.99	SMC106.7.38753	SMC726.15.19	HV1682	
OGLE-SMC-CEP-2534	F	14.087205	-73.306111	16.793	17.323	0.530	1.4370827	0.0000026	6000.88376	0.292	0.395	4.202	0.243	2.257	SMC_SC7_146283	SMC106.6.14701	SMC726.15.996	-99.99	
OGLE-SMC-CEP-2535	1	14.090205	-71.810778	15.602	16.301	0.699	1.2058852	0.0000054	6000.77806	0.150	0.241	4.254	0.077	2.145	-99.99	SMC109.8.11717	SMC718.02.120	-99.99	
OGLE-SMC-CEP-2536	1	14.093160	-73.358917	15.567	16.139	0.572	2.3685828	0.0000056	6000.74454	0.275	0.087	4.365	0.011	4.451	SMC_SC7_146117	SMC106.7.38806	SMC726.15.139	-99.99	
OGLE-SMC-CEP-2537	1	14.094375	-72.959472	16.257	16.800	0.543	1.4866795	0.0000019	6000.95162	0.312	0.199	4.297	0.063	3.348	SMC_SC7_168767	SMC105.8.42073	SMC726.24.30743	-99.99	
OGLE-SMC-CEP-2538	F	14.099250	-72.842361	15.383	16.208	0.825	4.8575136	0.0000127	6003.05134	0.455	0.466	4.851	0.212	3.416	SMC_SC7_177149	SMC105.7.15502	SMC726.24.30682	HV1683	
OGLE-SMC-CEP-2539	F	14.104455	-71.775139	16.183	16.824	0.641	2.3034985	0.0000032	6002.11337	0.675	0.539	4.335	0.361	2.583	-99.99	SMC109.8.11823	SMC718.02.143	HV1684	
OGLE-SMC-CEP-2540	1	14.108250	-73.608194	14.949	15.669	0.720	3.8180326	0.0000232	6000.09591	0.226	0.171	4.549	0.075	1.975	-99.99	SMC106.8.10953	SMC726.07.107	-99.99	
OGLE-SMC-CEP-2541	F	14.111460	-73.236528	16.727	17.263	0.536	1.3278929	0.0000010	6000.21435	0.716	0.469	4.026	0.294	1.876	SMC_SC7_152977	SMC106.6.41385	SMC726.15.29703	HV1686	
OGLE-SMC-CEP-2542	F	14.113125	-72.948194	15.993	16.603	0.610	2.3968577	0.0000016	6002.19746	0.764	0.539	4.298	0.365	2.523	SMC_SC7_172829	SMC105.8.42001	SMC719.01.28843	HV1687	
OGLE-SMC-CEP-2543	F	14.114670	-73.684500	17.033	17.652	0.619	1.2764352	0.0000013	6000.44551	0.475	0.458	4.173	0.295	2.080	-99.99	SMC107.5.14519	SMC726.07.442	-99.99	
