# Date:     2022-12-06 07:19:44
# Database: ocvs
# Target:   smc_rrlyr
# Query:    TRUE 
# Objects:  6786
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-RRLYR-2924	RRab	3.542670	-74.222861	19.165	19.774	0.609	0.65717320	0.00000520	6000.02808	0.205	0.277	4.232	0.150	2.765	-99.99	-99.99	SMC708.05.2113	-99.99	
OGLE-SMC-RRLYR-2925	RRab	3.546585	-72.768111	19.105	19.644	0.539	0.52572680	0.00000060	6000.22806	0.706	0.416	4.106	0.309	2.066	-99.99	-99.99	SMC707.16.210	-99.99	
OGLE-SMC-RRLYR-2926	RRd	3.559920	-71.255361	19.079	19.563	0.484	0.35534380	0.00000110	6000.17533	0.244	0.172	5.110	0.088	3.745	-99.99	-99.99	SMC701.04.146	-99.99	
OGLE-SMC-RRLYR-2927	RRd	3.563370	-72.152111	19.097	19.547	0.450	0.38146130	0.00000150	6000.01958	0.272	0.139	5.091	0.115	2.996	-99.99	-99.99	SMC702.10.233	-99.99	
OGLE-SMC-RRLYR-2928	RRc	3.589455	-70.826389	19.187	19.566	0.379	0.34198870	0.00000180	6000.33498	0.195	0.000	-99.99	0.000	-99.99	-99.99	-99.99	SMC701.12.766	-99.99	
OGLE-SMC-RRLYR-2929	RRab	3.590625	-72.603556	18.984	19.620	0.636	0.60282200	0.00000100	6000.04423	0.429	0.455	4.308	0.300	2.593	-99.99	-99.99	SMC707.16.1563	-99.99	
OGLE-SMC-RRLYR-2930	RRab	3.591630	-73.725694	19.180	19.730	0.550	0.60871690	0.00000200	6000.38798	0.438	0.382	4.451	0.317	2.626	-99.99	-99.99	SMC708.22.258	-99.99	
OGLE-SMC-RRLYR-2931	RRc	3.592380	-68.071389	18.911	19.322	0.411	0.38243500	0.00000460	6000.33769	0.298	0.184	4.742	0.000	-99.99	-99.99	-99.99	SMC785.22.145	-99.99	
OGLE-SMC-RRLYR-2932	RRab	3.592920	-72.750972	19.198	19.732	0.534	0.52010640	0.00000050	6000.26896	0.749	0.406	4.259	0.333	2.077	-99.99	-99.99	SMC707.16.423	-99.99	
OGLE-SMC-RRLYR-2933	RRab	3.594165	-78.708889	19.199	19.767	0.568	0.56576110	0.00000560	6000.33816	0.650	0.432	4.676	0.405	2.751	-99.99	-99.99	SMC819.14.750	-99.99	
OGLE-SMC-RRLYR-2934	RRab	3.602460	-74.463778	18.968	19.608	0.640	0.77580300	0.00000290	6000.29771	0.418	0.438	4.748	0.204	3.443	-99.99	-99.99	SMC709.27.1968	-99.99	
OGLE-SMC-RRLYR-2935	RRd	3.603120	-74.385222	19.212	19.706	0.494	0.36722110	0.00000180	6000.36486	0.262	0.171	5.304	0.000	-99.99	-99.99	-99.99	SMC709.27.2077	-99.99	
OGLE-SMC-RRLYR-2936	RRd	3.604710	-74.420861	19.257	19.727	0.470	0.38440950	0.00000160	6000.11122	0.291	0.247	5.396	0.146	3.968	-99.99	-99.99	SMC709.27.2028	-99.99	
OGLE-SMC-RRLYR-2937	RRab	3.618375	-69.459722	16.157	16.819	0.662	0.66857350	0.00001000	6000.55476	0.313	0.300	4.435	0.194	2.705	-99.99	-99.99	SMC700.12.1177	-99.99	
OGLE-SMC-RRLYR-2938	RRab	3.623715	-69.316583	19.163	19.653	0.490	0.51837490	0.00000170	6000.26007	0.748	0.433	4.131	0.325	1.887	-99.99	-99.99	SMC700.21.116	-99.99	
OGLE-SMC-RRLYR-2939	RRc	3.634290	-75.825194	19.180	19.672	0.492	0.35845900	0.00000140	6000.26250	0.259	0.135	4.205	0.000	-99.99	-99.99	-99.99	SMC715.15.163	-99.99	
OGLE-SMC-RRLYR-2940	RRab	3.642960	-77.286889	15.620	16.233	0.613	0.58950550	0.00000370	6000.45183	0.427	0.499	4.452	0.329	2.947	-99.99	-99.99	SMC820.25.26	-99.99	
OGLE-SMC-RRLYR-2941	RRd	3.645840	-73.994639	19.001	19.492	0.491	0.40133780	0.00000140	6000.39614	0.252	0.223	4.880	0.128	3.200	-99.99	-99.99	SMC708.13.333	-99.99	
OGLE-SMC-RRLYR-2942	RRab	3.655455	-73.145861	16.172	16.696	0.524	0.60088530	0.00000120	6000.21367	0.427	0.476	4.591	0.307	2.870	-99.99	-99.99	SMC703.08.1897	-99.99	
OGLE-SMC-RRLYR-2943	RRc	3.673245	-73.082361	19.302	19.801	0.499	0.34923670	0.00000100	6000.26005	0.325	0.154	4.631	0.090	3.334	-99.99	-99.99	SMC707.07.425	-99.99	
OGLE-SMC-RRLYR-2944	RRab	3.679410	-64.374472	15.523	-99.99	-99.99	0.57319980	0.00000960	6000.30531	0.495	0.505	4.226	0.295	2.443	-99.99	-99.99	SMC784.01.19	-99.99	
OGLE-SMC-RRLYR-2945	RRab	3.685380	-70.706194	18.934	19.512	0.578	0.63868360	0.00000310	6000.30996	0.358	0.398	4.314	0.297	2.824	-99.99	-99.99	SMC701.12.819	-99.99	
OGLE-SMC-RRLYR-2946	RRab	3.697590	-74.042500	18.669	19.250	0.581	0.68121420	0.00000200	6000.47269	0.555	0.495	4.352	0.335	2.597	-99.99	-99.99	SMC708.13.237	-99.99	
OGLE-SMC-RRLYR-2947	RRc	3.698535	-72.579472	19.297	19.682	0.385	0.35127920	0.00000210	6000.13953	0.337	0.125	4.981	0.000	-99.99	-99.99	-99.99	SMC707.15.1573	-99.99	
OGLE-SMC-RRLYR-2948	RRab	3.731535	-71.079139	18.888	19.485	0.597	0.63621440	0.00000330	6000.47644	0.327	0.373	4.717	0.273	3.366	-99.99	-99.99	SMC701.04.1099	-99.99	
OGLE-SMC-RRLYR-2949	RRab	3.743625	-73.648222	19.376	19.909	0.533	0.51988940	0.00000240	6000.26947	0.534	0.437	4.149	0.286	2.199	-99.99	-99.99	SMC708.22.589	-99.99	
OGLE-SMC-RRLYR-2950	RRab	3.758880	-70.878000	18.965	-99.99	-99.99	0.60555500	0.00000400	6000.19981	0.447	0.459	4.209	0.370	2.566	-99.99	-99.99	SMC701.11.122	-99.99	
OGLE-SMC-RRLYR-2951	RRab	3.791625	-69.866111	19.100	19.624	0.524	0.56616110	0.00000150	6000.53118	0.575	0.453	4.173	0.291	2.014	-99.99	-99.99	SMC700.04.992	-99.99	
OGLE-SMC-RRLYR-2952	RRab	3.792750	-72.536278	19.128	19.719	0.591	0.61052980	0.00000140	6000.21539	0.481	0.471	4.343	0.292	2.439	-99.99	-99.99	SMC707.15.1449	-99.99	
OGLE-SMC-RRLYR-2953	RRab	3.804165	-72.324194	18.901	19.475	0.574	0.59859910	0.00000080	6000.01622	0.591	0.392	4.142	0.343	2.002	-99.99	-99.99	SMC707.24.1186	-99.99	
OGLE-SMC-RRLYR-2954	RRab	3.810585	-70.684806	19.294	19.711	0.417	0.52912400	0.00000100	6000.37601	0.735	0.477	4.106	0.366	1.935	-99.99	-99.99	SMC701.11.1156	-99.99	
OGLE-SMC-RRLYR-2955	RRab	3.825585	-72.965222	19.423	19.996	0.573	0.62786930	0.00000180	6000.27732	0.485	0.496	4.500	0.384	2.891	-99.99	-99.99	SMC707.07.1992	-99.99	
OGLE-SMC-RRLYR-2956	RRab	3.826380	-70.686639	19.142	19.620	0.478	0.61486730	0.00000180	6000.31350	0.658	0.425	4.253	0.382	2.303	-99.99	-99.99	SMC701.11.1019	-99.99	
OGLE-SMC-RRLYR-2957	RRc	3.828285	-73.123639	19.097	19.597	0.500	0.36573200	0.00000100	6000.22484	0.335	0.212	4.837	0.000	-99.99	-99.99	-99.99	SMC707.07.176	-99.99	
OGLE-SMC-RRLYR-2958	RRc	3.842745	-72.438222	19.207	19.633	0.426	0.33035810	0.00000060	6000.16808	0.378	0.310	4.628	0.081	2.581	-99.99	-99.99	SMC707.24.191	-99.99	
OGLE-SMC-RRLYR-2959	RRab	3.848205	-75.852500	19.676	20.274	0.598	0.54448280	0.00000260	6000.05011	0.527	0.411	4.156	0.262	2.064	-99.99	-99.99	SMC715.14.282	-99.99	
OGLE-SMC-RRLYR-2960	RRab	3.848250	-74.184111	19.020	19.586	0.566	0.63344200	0.00000280	6000.10616	0.379	0.377	4.309	0.270	2.392	-99.99	-99.99	SMC708.05.2173	-99.99	
OGLE-SMC-RRLYR-2961	RRab	3.861120	-72.123778	19.127	19.620	0.493	0.55367350	0.00000070	6000.07836	0.759	0.490	4.095	0.399	2.258	-99.99	-99.99	SMC707.32.341	-99.99	
OGLE-SMC-RRLYR-2962	RRab	3.880620	-73.381889	19.134	19.591	0.457	0.54608940	0.00000140	6000.23911	0.542	0.363	4.147	0.254	2.012	-99.99	-99.99	SMC708.30.275	-99.99	
OGLE-SMC-RRLYR-2963	RRc	3.884580	-77.973444	19.315	19.714	0.399	0.30483240	0.00000280	6000.07623	0.320	0.302	4.274	0.000	-99.99	-99.99	-99.99	SMC820.07.161	-99.99	
OGLE-SMC-RRLYR-2964	RRab	3.899130	-73.792528	19.173	19.661	0.488	0.54757740	0.00000090	6000.19930	0.771	0.433	4.230	0.359	2.093	-99.99	-99.99	SMC708.13.2628	-99.99	
OGLE-SMC-RRLYR-2965	RRab	3.926880	-73.152306	19.200	19.811	0.611	0.62770600	0.00000340	6000.50676	0.355	0.424	4.531	0.275	2.799	-99.99	-99.99	SMC708.30.2372	-99.99	
OGLE-SMC-RRLYR-2966	RRab	3.946335	-72.679528	19.013	19.564	0.551	0.59587950	0.00000080	6000.16880	0.583	0.362	4.120	0.350	1.949	-99.99	-99.99	SMC707.15.253	-99.99	
OGLE-SMC-RRLYR-2967	RRab	3.948705	-73.428944	19.263	19.677	0.414	0.53849030	0.00000130	6000.34976	0.750	0.449	4.077	0.334	2.170	-99.99	-99.99	SMC708.30.430	-99.99	
OGLE-SMC-RRLYR-2968	RRab	3.955455	-73.386528	19.122	19.710	0.588	0.59606970	0.00000200	6000.39519	0.417	0.382	4.346	0.282	2.353	-99.99	-99.99	SMC708.30.266	-99.99	
OGLE-SMC-RRLYR-2969	RRab	3.962205	-72.464472	18.741	19.381	0.640	0.76777180	0.00000640	6000.18364	0.110	0.187	4.893	0.000	-99.99	-99.99	-99.99	SMC707.24.167	-99.99	
OGLE-SMC-RRLYR-2970	RRab	3.981420	-72.569389	19.019	19.622	0.603	0.65977640	0.00000390	6000.26755	0.218	0.293	4.397	0.125	2.990	-99.99	-99.99	SMC707.15.1429	-99.99	
OGLE-SMC-RRLYR-2971	RRab	3.982920	-75.536861	18.898	19.576	0.678	0.74320670	0.00000560	6000.48171	0.186	0.211	4.961	0.000	-99.99	-99.99	-99.99	SMC709.02.157	-99.99	
OGLE-SMC-RRLYR-2972	RRc	4.014585	-72.259667	19.424	19.900	0.476	0.32445040	0.00000100	6000.25847	0.270	0.230	5.384	0.000	-99.99	-99.99	-99.99	SMC707.24.1402	-99.99	
OGLE-SMC-RRLYR-2973	RRab	4.015665	-70.158056	19.029	19.592	0.563	0.61305280	0.00000520	6000.30922	0.275	0.294	3.890	0.174	1.871	-99.99	-99.99	SMC701.28.1032	-99.99	
OGLE-SMC-RRLYR-2974	RRab	4.034085	-71.246333	19.056	19.640	0.584	0.59308970	0.00000130	6000.38829	0.608	0.411	4.320	0.365	2.242	-99.99	-99.99	SMC701.03.173	-99.99	
OGLE-SMC-RRLYR-2975	RRc	4.040085	-74.109361	19.021	19.493	0.472	0.37195140	0.00000230	6000.01488	0.260	0.160	4.749	0.000	-99.99	-99.99	-99.99	SMC708.05.2263	-99.99	
OGLE-SMC-RRLYR-2976	RRab	4.047915	-71.345778	18.944	19.544	0.600	0.62191890	0.00000340	6000.37769	0.414	0.386	4.416	0.187	2.337	-99.99	-99.99	SMC702.26.1212	-99.99	
OGLE-SMC-RRLYR-2977	RRab	4.051710	-72.227528	19.171	19.768	0.597	0.60169930	0.00000120	6000.38078	0.531	0.367	4.250	0.334	2.215	-99.99	-99.99	SMC707.24.1289	-99.99	
OGLE-SMC-RRLYR-2978	RRab	4.062870	-72.349750	18.959	19.576	0.617	0.67304460	0.00000160	6000.17517	0.436	0.479	4.471	0.302	3.009	-99.99	-99.99	SMC707.24.1155	-99.99	
OGLE-SMC-RRLYR-2979	RRab	4.075410	-68.690028	16.951	17.513	0.562	0.71611630	0.00000210	6000.16317	0.372	0.426	4.566	0.307	2.978	-99.99	-99.99	SMC785.04.594	-99.99	
OGLE-SMC-RRLYR-2980	RRab	4.089420	-70.255083	19.203	19.787	0.584	0.62152750	0.00000390	6000.24903	0.331	0.411	4.341	0.225	2.775	-99.99	-99.99	SMC701.28.141	-99.99	
OGLE-SMC-RRLYR-2981	RRab	4.096545	-72.030611	19.287	19.724	0.437	0.51233690	0.00000070	6000.27205	0.773	0.449	4.156	0.367	1.986	-99.99	-99.99	SMC707.32.1397	-99.99	
OGLE-SMC-RRLYR-2982	RRd	4.099500	-73.063750	19.063	19.596	0.533	0.36737940	0.00000100	6000.12313	0.264	0.205	4.958	0.079	3.482	-99.99	-99.99	SMC707.07.242	-99.99	
OGLE-SMC-RRLYR-2983	RRab	4.106745	-75.836556	18.899	19.472	0.573	0.60565790	0.00000170	6000.11332	0.472	0.437	4.354	0.247	2.579	-99.99	-99.99	SMC715.14.153	-99.99	
OGLE-SMC-RRLYR-2984	RRab	4.107120	-73.527278	19.113	19.640	0.527	0.60353590	0.00000140	6000.09760	0.582	0.408	4.195	0.335	2.296	-99.99	-99.99	SMC708.21.3484	-99.99	
OGLE-SMC-RRLYR-2985	RRab	4.109910	-72.553222	19.298	19.853	0.555	0.55821390	0.00000060	6000.12703	0.681	0.439	4.206	0.396	2.177	-99.99	-99.99	SMC707.15.1610	-99.99	
OGLE-SMC-RRLYR-2986	RRab	4.113705	-66.288806	18.764	19.343	0.579	0.61728930	0.00000750	6000.35291	0.417	0.474	4.310	0.340	2.804	-99.99	-99.99	SMC787.07.147	-99.99	
OGLE-SMC-RRLYR-2987	RRab	4.122660	-72.537556	19.174	19.722	0.548	0.59820010	0.00000100	6000.37583	0.541	0.456	4.233	0.378	2.306	-99.99	-99.99	SMC707.15.1630	-99.99	
OGLE-SMC-RRLYR-2988	RRab	4.125375	-72.343000	18.972	19.578	0.606	0.62834460	0.00000200	6000.60077	0.415	0.397	4.346	0.196	2.125	-99.99	-99.99	SMC707.24.1171	-99.99	
OGLE-SMC-RRLYR-2989	RRc	4.152660	-72.458750	19.446	19.901	0.455	0.36294520	0.00000130	6000.33659	0.266	0.000	-99.99	0.000	-99.99	-99.99	-99.99	SMC707.24.325	-99.99	
OGLE-SMC-RRLYR-2990	RRd	4.155045	-75.027028	19.229	19.744	0.515	0.37964740	0.00000350	6000.26232	0.151	0.000	-99.99	0.000	-99.99	-99.99	-99.99	SMC715.31.1671	-99.99	
OGLE-SMC-RRLYR-2991	RRab	4.159380	-75.528944	19.069	19.589	0.520	0.53014830	0.00000070	6000.24799	0.787	0.428	4.005	0.304	1.864	-99.99	-99.99	SMC715.23.152	-99.99	
OGLE-SMC-RRLYR-2992	RRab	4.161090	-73.736611	19.086	19.614	0.528	0.60998910	0.00000200	6000.47525	0.486	0.429	4.444	0.339	2.739	-99.99	-99.99	SMC708.21.318	-99.99	
OGLE-SMC-RRLYR-2993	RRd	4.164090	-71.517222	19.027	19.536	0.509	0.40682130	0.00000160	6000.17555	0.274	0.289	4.969	0.000	-99.99	-99.99	-99.99	SMC702.26.171	-99.99	
OGLE-SMC-RRLYR-2994	RRab	4.164255	-75.773250	18.845	19.426	0.581	0.60802510	0.00000100	6000.22369	0.561	0.484	4.316	0.357	2.689	-99.99	-99.99	SMC715.14.198	-99.99	
OGLE-SMC-RRLYR-2995	RRab	4.187160	-76.208889	19.345	19.962	0.617	0.50516040	0.00000220	6000.41719	0.569	0.383	4.067	0.195	1.698	-99.99	-99.99	SMC715.06.219	-99.99	
OGLE-SMC-RRLYR-2996	RRab	4.196955	-74.289306	18.642	19.224	0.582	0.62076320	0.00000200	6000.56146	0.379	0.415	4.434	0.295	2.707	-99.99	-99.99	SMC708.04.370	-99.99	
OGLE-SMC-RRLYR-2997	RRab	4.203120	-70.062806	15.819	16.412	0.593	0.62111250	0.00000140	6000.04855	0.374	0.454	4.553	0.275	3.184	-99.99	-99.99	SMC700.03.25	-99.99	
OGLE-SMC-RRLYR-2998	RRab	4.206255	-74.507778	19.189	19.729	0.540	0.58249550	0.00000310	6000.26665	0.447	0.331	4.170	0.215	1.953	-99.99	-99.99	SMC709.26.672	-99.99	
OGLE-SMC-RRLYR-2999	RRab	4.208370	-70.151583	19.082	19.537	0.455	0.53646760	0.00000200	6000.11570	0.666	0.404	4.219	0.367	2.226	-99.99	-99.99	SMC701.27.795	-99.99	
OGLE-SMC-RRLYR-3000	RRab	4.209915	-75.616250	19.142	19.710	0.568	0.59884560	0.00000300	6000.45445	0.438	0.471	4.204	0.268	2.451	-99.99	-99.99	SMC715.14.1373	-99.99	
OGLE-SMC-RRLYR-3001	RRab	4.240335	-71.091333	18.930	19.535	0.605	0.60991410	0.00000220	6000.59158	0.585	0.474	4.173	0.372	2.461	-99.99	-99.99	SMC701.02.1538	-99.99	
OGLE-SMC-RRLYR-3002	RRab	4.268535	-73.242194	19.104	19.684	0.580	0.71134990	0.00000200	6000.37864	0.486	0.492	4.468	0.305	3.101	-99.99	-99.99	SMC708.29.2627	-99.99	
OGLE-SMC-RRLYR-3003	RRab	4.281495	-72.918694	19.089	19.701	0.612	0.60316220	0.00000110	6000.37443	0.495	0.443	4.264	0.334	2.392	-99.99	-99.99	SMC707.06.2096	-99.99	
OGLE-SMC-RRLYR-3004	RRc	4.283670	-71.245833	19.230	19.611	0.381	0.33485700	0.00000100	6000.02515	0.384	0.215	4.719	0.077	3.114	-99.99	-99.99	SMC701.02.304	-99.99	
OGLE-SMC-RRLYR-3005	RRab	4.287000	-71.080333	19.229	19.771	0.542	0.60354800	0.00000280	6000.51431	0.413	0.458	4.516	0.214	2.656	-99.99	-99.99	SMC701.02.1554	-99.99	
OGLE-SMC-RRLYR-3006	RRab	4.291380	-72.572111	19.090	19.646	0.556	0.57318450	0.00000080	6000.00765	0.577	0.402	4.232	0.335	2.332	-99.99	-99.99	SMC707.14.1781	-99.99	
OGLE-SMC-RRLYR-3007	RRab	4.296870	-74.099944	15.504	16.060	0.556	0.63674870	0.00000020	6000.03163	0.555	0.501	4.426	0.331	2.776	-99.99	-99.99	SMC708.04.2314	AP Tuc	
OGLE-SMC-RRLYR-3008	RRd	4.301130	-70.792972	19.070	19.567	0.497	0.36908100	0.00000150	6000.26134	0.251	0.143	4.973	0.107	3.166	-99.99	-99.99	SMC701.10.995	-99.99	
OGLE-SMC-RRLYR-3009	RRc	4.302495	-71.077361	19.238	19.724	0.486	0.36881720	0.00000160	6000.33031	0.257	0.115	5.100	0.147	3.877	-99.99	-99.99	SMC701.02.1673	-99.99	
OGLE-SMC-RRLYR-3010	RRab	4.304460	-71.973778	18.965	19.550	0.585	0.63111500	0.00000130	6000.33678	0.463	0.433	4.382	0.298	2.647	-99.99	-99.99	SMC707.31.2051	-99.99	
OGLE-SMC-RRLYR-3011	RRc	4.307535	-71.009972	17.777	18.076	0.299	0.27182030	0.00000030	6000.03243	0.311	0.224	4.681	0.074	2.930	-99.99	-99.99	SMC701.02.1497	-99.99	
OGLE-SMC-RRLYR-3012	RRab	4.308165	-69.364861	18.738	19.268	0.530	0.63649470	0.00000110	6000.54831	0.606	0.444	4.092	0.327	2.193	-99.99	-99.99	SMC700.20.164	-99.99	
OGLE-SMC-RRLYR-3013	RRab	4.313580	-70.054694	19.262	19.810	0.548	0.56372790	0.00000470	6000.27867	0.334	0.282	4.179	0.186	2.009	-99.99	-99.99	SMC700.03.116	-99.99	
OGLE-SMC-RRLYR-3014	RRab	4.317090	-72.162028	18.982	19.614	0.632	0.63645500	0.00000130	6000.58758	0.370	0.373	4.460	0.339	2.773	-99.99	-99.99	SMC707.31.242	-99.99	
OGLE-SMC-RRLYR-3015	RRab	4.318500	-68.191250	19.120	19.716	0.596	0.61702130	0.00000700	6000.49031	0.463	0.488	4.295	0.205	2.861	-99.99	-99.99	SMC785.21.88	-99.99	
OGLE-SMC-RRLYR-3016	RRab	4.320420	-73.234889	19.211	19.757	0.546	0.58671040	0.00000120	6000.20040	0.644	0.467	4.315	0.329	2.486	-99.99	-99.99	SMC708.29.2642	-99.99	
OGLE-SMC-RRLYR-3017	RRab	4.321455	-74.499694	16.822	17.403	0.581	0.55755510	0.00000080	6000.04551	0.554	0.487	4.309	0.342	2.474	-99.99	-99.99	SMC709.26.1816	-99.99	
OGLE-SMC-RRLYR-3018	RRab	4.334910	-72.905472	18.998	19.575	0.577	0.58596620	0.00000080	6000.11454	0.591	0.456	4.372	0.365	2.500	-99.99	-99.99	SMC707.06.2110	-99.99	
OGLE-SMC-RRLYR-3019	RRab	4.341585	-73.698306	19.214	19.727	0.513	0.56992010	0.00000160	6000.38928	0.661	0.423	4.125	0.372	2.045	-99.99	-99.99	SMC708.21.371	-99.99	
OGLE-SMC-RRLYR-3020	RRc	4.347330	-69.875778	19.126	19.550	0.424	0.34568500	0.00000100	6000.32034	0.311	0.134	5.003	0.108	3.438	-99.99	-99.99	SMC700.03.1835	-99.99	
OGLE-SMC-RRLYR-3021	RRd	4.357875	-75.059306	19.314	19.744	0.430	0.37346740	0.00000150	6000.09294	0.274	0.242	5.215	0.000	-99.99	-99.99	-99.99	SMC715.31.1640	-99.99	
OGLE-SMC-RRLYR-3022	RRab	4.360455	-73.573306	19.117	19.678	0.561	0.58402490	0.00000150	6000.32679	0.550	0.475	4.288	0.345	2.481	-99.99	-99.99	SMC708.21.3424	-99.99	
OGLE-SMC-RRLYR-3023	RRab	4.367250	-71.797694	19.087	19.651	0.564	0.61385470	0.00000370	6000.09345	0.325	0.330	4.390	0.203	2.637	-99.99	-99.99	SMC702.18.234	-99.99	
OGLE-SMC-RRLYR-3024	RRab	4.367415	-70.460833	19.103	19.738	0.635	0.67426180	0.00000400	6000.25746	0.317	0.362	4.686	0.295	3.384	-99.99	-99.99	SMC701.19.1130	-99.99	
OGLE-SMC-RRLYR-3025	RRab	4.373745	-72.300556	19.190	19.710	0.520	0.54580160	0.00000060	6000.26671	0.709	0.434	4.140	0.341	2.096	-99.99	-99.99	SMC707.23.1972	-99.99	
OGLE-SMC-RRLYR-3026	RRab	4.383090	-74.987750	19.371	19.851	0.480	0.49707540	0.00000090	6000.22341	0.883	0.544	4.196	0.332	2.299	-99.99	-99.99	SMC715.31.1709	-99.99	
OGLE-SMC-RRLYR-3027	RRab	4.431960	-73.758111	19.069	19.619	0.550	0.61089300	0.00000640	6000.04847	0.403	0.404	4.437	0.354	3.015	-99.99	-99.99	SMC708.12.3753	-99.99	
OGLE-SMC-RRLYR-3028	RRab	4.454910	-69.155333	18.845	19.407	0.562	0.60675610	0.00000400	6000.35935	0.439	0.383	4.313	0.211	2.214	-99.99	-99.99	SMC700.20.1122	-99.99	
OGLE-SMC-RRLYR-3029	RRc	4.474215	-68.653972	19.291	19.782	0.491	0.35771710	0.00000420	6000.35379	0.281	0.000	-99.99	0.000	-99.99	-99.99	-99.99	SMC785.03.916	-99.99	
OGLE-SMC-RRLYR-3030	RRab	4.481535	-74.944444	19.140	19.793	0.653	0.70094930	0.00000730	6000.23767	0.188	0.324	4.792	0.160	3.225	-99.99	-99.99	SMC709.18.169	-99.99	
OGLE-SMC-RRLYR-3031	RRab	4.497795	-72.729861	19.338	19.832	0.494	0.56953240	0.00000070	6000.00234	0.674	0.463	4.271	0.365	2.310	-99.99	-99.99	SMC707.14.463	-99.99	
OGLE-SMC-RRLYR-3032	RRd	4.509000	-68.703111	19.210	19.721	0.511	0.36461890	0.00000490	6000.35892	0.251	0.000	-99.99	0.000	-99.99	-99.99	-99.99	SMC785.03.164	-99.99	
OGLE-SMC-RRLYR-3033	RRab	4.522125	-74.123278	18.837	19.445	0.608	0.73631580	0.00000290	6000.57978	0.402	0.450	4.521	0.288	3.072	-99.99	-99.99	SMC708.04.2762	-99.99	
OGLE-SMC-RRLYR-3034	RRab	4.524255	-63.138944	16.690	17.301	0.611	0.58881410	0.00000350	6000.30898	0.441	0.455	4.222	0.306	2.401	-99.99	-99.99	SMC789.25.37	-99.99	
OGLE-SMC-RRLYR-3035	RRab	4.524330	-74.532861	18.995	19.602	0.607	0.64467670	0.00000470	6000.56453	0.240	0.306	4.622	0.193	3.140	-99.99	-99.99	SMC709.26.327	-99.99	
OGLE-SMC-RRLYR-3036	RRab	4.526625	-74.126333	18.942	19.557	0.615	0.69901100	0.00000600	6000.41657	0.196	0.384	4.573	0.000	-99.99	-99.99	-99.99	SMC708.04.2757	-99.99	
OGLE-SMC-RRLYR-3037	RRab	4.529160	-71.708694	19.011	19.555	0.544	0.62278430	0.00000150	6000.08038	0.476	0.400	4.234	0.333	2.341	-99.99	-99.99	SMC702.17.2260	-99.99	
OGLE-SMC-RRLYR-3038	RRab	4.538085	-69.524694	19.215	19.711	0.496	0.54424650	0.00000100	6000.48341	0.735	0.423	4.121	0.339	2.139	-99.99	-99.99	SMC700.10.1155	-99.99	
OGLE-SMC-RRLYR-3039	RRab	4.540125	-74.791083	18.857	19.418	0.561	0.67349670	0.00000130	6000.03413	0.669	0.505	4.357	0.343	2.621	-99.99	-99.99	SMC709.18.1522	-99.99	
OGLE-SMC-RRLYR-3040	RRab	4.545705	-74.257250	19.179	19.700	0.521	0.52858200	0.00000070	6000.08265	0.774	0.460	4.095	0.412	2.066	-99.99	-99.99	SMC708.04.420	-99.99	
OGLE-SMC-RRLYR-3041	RRab	4.546380	-73.697778	18.942	19.530	0.588	0.60299450	0.00000150	6000.36809	0.438	0.366	4.148	0.321	2.076	-99.99	-99.99	SMC708.21.373	-99.99	
OGLE-SMC-RRLYR-3042	RRab	4.547085	-69.960944	19.139	19.658	0.519	0.58030180	0.00000240	6000.12153	0.654	0.406	4.146	0.301	2.224	-99.99	-99.99	SMC700.02.262	-99.99	
OGLE-SMC-RRLYR-3043	RRab	4.550340	-69.601083	18.713	19.258	0.545	0.55612500	0.00000100	6000.30705	0.647	0.413	4.194	0.286	1.942	-99.99	-99.99	SMC700.10.198	-99.99	
OGLE-SMC-RRLYR-3044	RRab	4.557420	-74.865417	19.027	19.562	0.535	0.64179040	0.00000140	6000.61797	0.483	0.450	4.148	0.386	2.578	-99.99	-99.99	SMC709.18.257	-99.99	
OGLE-SMC-RRLYR-3045	RRab	4.592340	-75.152833	18.984	19.475	0.491	0.53224590	0.00000150	6000.30943	0.543	0.414	4.166	0.264	1.888	-99.99	-99.99	SMC715.30.274	-99.99	
OGLE-SMC-RRLYR-3046	RRab	4.594035	-68.725167	19.199	19.695	0.496	0.53373420	0.00000260	6000.32314	0.785	0.428	4.148	0.363	1.945	-99.99	-99.99	SMC785.03.152	-99.99	
OGLE-SMC-RRLYR-3047	RRab	4.612125	-73.041528	19.188	19.808	0.620	0.61830700	0.00000130	6000.47416	0.447	0.411	4.480	0.308	2.525	-99.99	-99.99	SMC707.06.313	-99.99	
OGLE-SMC-RRLYR-3048	RRab	4.616955	-66.273667	19.308	19.880	0.572	0.55045920	0.00000200	6000.50282	0.775	0.559	4.176	0.446	2.326	-99.99	-99.99	SMC787.05.134	-99.99	
OGLE-SMC-RRLYR-3049	RRab	4.624500	-77.483000	19.168	19.782	0.614	0.66793970	0.00001080	6000.52499	0.404	0.396	4.642	0.250	3.033	-99.99	-99.99	SMC820.14.1105	-99.99	
OGLE-SMC-RRLYR-3050	RRab	4.642290	-74.294222	18.956	19.578	0.622	0.62550750	0.00000150	6000.03677	0.427	0.357	4.358	0.345	2.576	-99.99	-99.99	SMC714.25.348	-99.99	
